ic.stat_inst_fetch,ic.penalty_write_next,ic.config_write_allocate,ic.config_line_number,ic.config_write_back,ic.stat_lost_stall_cycles,ic.access_count,ic.penalty_read_next,ic.config_replacement_policy,ic.stat_inst_fetch_miss,ic.stat_uc_data_read,ic.config_line_size,ic.stat_data_read_miss,ic.penalty_read,ic.stat_data_write,ic.stat_copy_back,ic.stat_transaction,ic.stat_dev_data_read,ic.stat_uc_inst_fetch,ic.stat_uc_data_write,ic.stat_data_write_miss,ic.stat_data_read,ic.penalty_write,ic.config_assoc,dc.stat_inst_fetch,dc.penalty_write_next,dc.config_write_allocate,dc.config_line_number,dc.config_write_back,dc.stat_lost_stall_cycles,dc.access_count,dc.penalty_read_next,dc.config_replacement_policy,dc.stat_inst_fetch_miss,dc.stat_uc_data_read,dc.config_line_size,dc.stat_data_read_miss,dc.penalty_read,dc.stat_data_write,dc.stat_copy_back,dc.stat_transaction,dc.stat_dev_data_read,dc.stat_uc_inst_fetch,dc.stat_uc_data_write,dc.stat_data_write_miss,dc.stat_data_read,dc.penalty_write,dc.config_assoc,lev2c.stat_inst_fetch,lev2c.penalty_write_next,lev2c.config_write_allocate,lev2c.config_line_number,lev2c.config_write_back,lev2c.stat_lost_stall_cycles,lev2c.access_count,lev2c.penalty_read_next,lev2c.config_replacement_policy,lev2c.stat_inst_fetch_miss,lev2c.stat_uc_data_read,lev2c.config_line_size,lev2c.stat_data_read_miss,lev2c.penalty_read,lev2c.stat_data_write,lev2c.stat_copy_back,lev2c.stat_transaction,lev2c.stat_dev_data_read,lev2c.stat_uc_inst_fetch,lev2c.stat_uc_data_write,lev2c.stat_data_write_miss,lev2c.stat_data_read,lev2c.penalty_write,lev2c.config_assoc
198225,0,0,1,0,0,0,0,lru,196980,0,32,0,3,0,0,198225,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,32,196077,3,54217,0,291223,0,0,0,29698,237006,3,1,196980,0,1,8,1,4410,0,0,lru,6261,0,128,16150,10,54217,4258,447274,0,0,0,2786,196077,10,4
198225,0,0,1,0,0,0,0,lru,196980,0,32,0,3,0,0,198225,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,32,196077,3,54217,0,291223,0,0,0,29698,237006,3,1,196980,0,1,8,1,4410,0,0,lru,6261,0,128,16150,10,54217,4258,447274,0,0,0,2786,196077,10,4
198225,0,0,1,0,0,0,0,lru,196980,0,32,0,3,0,0,198225,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,32,196077,3,54217,0,291223,0,0,0,29698,237006,3,1,196980,0,1,8,1,4410,0,0,lru,6261,0,128,16150,10,54217,4258,447274,0,0,0,2786,196077,10,4
198225,0,0,1,0,0,0,0,lru,196980,0,32,0,3,0,0,198225,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,32,196077,3,54217,0,291223,0,0,0,29698,237006,3,1,196980,0,1,8,1,4410,0,0,lru,6261,0,128,16150,10,54217,4258,447274,0,0,0,2786,196077,10,4
198225,0,0,1,0,0,0,0,lru,196980,0,32,0,3,0,0,198225,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,32,196077,3,54217,0,291223,0,0,0,29698,237006,3,1,196980,0,1,8,1,4410,0,0,lru,6261,0,128,16150,10,54217,4258,447274,0,0,0,2786,196077,10,4
198225,0,0,1,0,0,0,0,lru,196980,0,32,0,3,0,0,198225,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,32,196077,3,54217,0,291223,0,0,0,29698,237006,3,1,196980,0,1,8,1,4410,0,0,lru,6261,0,128,16150,10,54217,4258,447274,0,0,0,2786,196077,10,4
198135,0,0,1,0,0,0,0,lru,196890,0,32,0,3,0,0,198135,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,64,193627,3,54274,0,291871,0,0,0,29612,237597,3,1,196890,0,1,8,1,4410,0,0,lru,6267,0,128,16196,10,54274,4267,444791,0,0,0,2793,193627,10,4
198135,0,0,1,0,0,0,0,lru,196890,0,32,0,3,0,0,198135,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,64,193627,3,54274,0,291871,0,0,0,29612,237597,3,1,196890,0,1,8,1,4410,0,0,lru,6267,0,128,16196,10,54274,4267,444791,0,0,0,2793,193627,10,4
198135,0,0,1,0,0,0,0,lru,196890,0,32,0,3,0,0,198135,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,64,193627,3,54274,0,291871,0,0,0,29612,237597,3,1,196890,0,1,8,1,4410,0,0,lru,6267,0,128,16196,10,54274,4267,444791,0,0,0,2793,193627,10,4
198135,0,0,1,0,0,0,0,lru,196890,0,32,0,3,0,0,198135,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,64,193627,3,54274,0,291871,0,0,0,29612,237597,3,1,196890,0,1,8,1,4410,0,0,lru,6267,0,128,16196,10,54274,4267,444791,0,0,0,2793,193627,10,4
198135,0,0,1,0,0,0,0,lru,196890,0,32,0,3,0,0,198135,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,64,193627,3,54274,0,291871,0,0,0,29612,237597,3,1,196890,0,1,8,1,4410,0,0,lru,6267,0,128,16196,10,54274,4267,444791,0,0,0,2793,193627,10,4
198135,0,0,1,0,0,0,0,lru,196890,0,32,0,3,0,0,198135,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,64,193627,3,54274,0,291871,0,0,0,29612,237597,3,1,196890,0,1,8,1,4410,0,0,lru,6267,0,128,16196,10,54274,4267,444791,0,0,0,2793,193627,10,4
198135,0,0,1,0,0,0,0,lru,196890,0,32,0,3,0,0,198135,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,64,193627,3,54274,0,291871,0,0,0,29612,237597,3,1,196890,0,1,8,1,4410,0,0,lru,6267,0,128,16196,10,54274,4267,444791,0,0,0,2793,193627,10,4
198135,0,0,1,0,0,0,0,lru,196890,0,32,0,3,0,0,198135,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,64,193627,3,54274,0,291871,0,0,0,29612,237597,3,1,196890,0,1,8,1,4410,0,0,lru,6267,0,128,16196,10,54274,4267,444791,0,0,0,2793,193627,10,4
198135,0,0,1,0,0,0,0,lru,196890,0,32,0,3,0,0,198135,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,64,193627,3,54274,0,291871,0,0,0,29612,237597,3,1,196890,0,1,8,1,4410,0,0,lru,6267,0,128,16196,10,54274,4267,444791,0,0,0,2793,193627,10,4
198135,0,0,1,0,0,0,0,lru,196890,0,32,0,3,0,0,198135,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,64,193627,3,54274,0,291871,0,0,0,29612,237597,3,1,196890,0,1,8,1,4410,0,0,lru,6267,0,128,16196,10,54274,4267,444791,0,0,0,2793,193627,10,4
198135,0,0,1,0,0,0,0,lru,196890,0,32,0,3,0,0,198135,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,64,193627,3,54274,0,291871,0,0,0,29612,237597,3,1,196890,0,1,8,1,4410,0,0,lru,6267,0,128,16196,10,54274,4267,444791,0,0,0,2793,193627,10,4
198135,0,0,1,0,0,0,0,lru,196890,0,32,0,3,0,0,198135,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,64,193627,3,54274,0,291871,0,0,0,29612,237597,3,1,196890,0,1,8,1,4410,0,0,lru,6267,0,128,16196,10,54274,4267,444791,0,0,0,2793,193627,10,4
198135,0,0,1,0,0,0,0,lru,196890,0,32,0,3,0,0,198135,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,64,193627,3,54274,0,291871,0,0,0,29612,237597,3,1,196890,0,1,8,1,4410,0,0,lru,6267,0,128,16196,10,54274,4267,444791,0,0,0,2793,193627,10,4
198135,0,0,1,0,0,0,0,lru,196890,0,32,0,3,0,0,198135,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,64,193627,3,54274,0,291871,0,0,0,29612,237597,3,1,196890,0,1,8,1,4410,0,0,lru,6267,0,128,16196,10,54274,4267,444791,0,0,0,2793,193627,10,4
198135,0,0,1,0,0,0,0,lru,196890,0,32,0,3,0,0,198135,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,64,193627,3,54274,0,291871,0,0,0,29612,237597,3,1,196890,0,1,8,1,4410,0,0,lru,6267,0,128,16196,10,54274,4267,444791,0,0,0,2793,193627,10,4
198135,0,0,1,0,0,0,0,lru,196890,0,32,0,3,0,0,198135,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,64,193627,3,54274,0,291871,0,0,0,29612,237597,3,1,196890,0,1,8,1,4410,0,0,lru,6267,0,128,16196,10,54274,4267,444791,0,0,0,2793,193627,10,4
197181,0,0,1,0,0,0,0,lru,195974,0,32,0,3,0,0,197181,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,16,204475,3,54785,0,298674,0,0,0,32148,243889,3,1,195974,0,1,16,1,4300,0,0,lru,4157,0,128,14974,10,54785,4122,455234,0,0,0,2722,204475,10,4
197181,0,0,1,0,0,0,0,lru,195974,0,32,0,3,0,0,197181,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,16,204475,3,54785,0,298674,0,0,0,32148,243889,3,1,195974,0,1,16,1,4300,0,0,lru,4157,0,128,14974,10,54785,4122,455234,0,0,0,2722,204475,10,4
197181,0,0,1,0,0,0,0,lru,195974,0,32,0,3,0,0,197181,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,16,204475,3,54785,0,298674,0,0,0,32148,243889,3,1,195974,0,1,16,1,4300,0,0,lru,4157,0,128,14974,10,54785,4122,455234,0,0,0,2722,204475,10,4
197181,0,0,1,0,0,0,0,lru,195974,0,32,0,3,0,0,197181,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,16,204475,3,54785,0,298674,0,0,0,32148,243889,3,1,195974,0,1,16,1,4300,0,0,lru,4157,0,128,14974,10,54785,4122,455234,0,0,0,2722,204475,10,4
197181,0,0,1,0,0,0,0,lru,195974,0,32,0,3,0,0,197181,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,16,204475,3,54785,0,298674,0,0,0,32148,243889,3,1,195974,0,1,16,1,4300,0,0,lru,4157,0,128,14974,10,54785,4122,455234,0,0,0,2722,204475,10,4
197181,0,0,1,0,0,0,0,lru,195974,0,32,0,3,0,0,197181,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,16,204475,3,54785,0,298674,0,0,0,32148,243889,3,1,195974,0,1,16,1,4300,0,0,lru,4157,0,128,14974,10,54785,4122,455234,0,0,0,2722,204475,10,4
197181,0,0,1,0,0,0,0,lru,195974,0,32,0,3,0,0,197181,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,16,204475,3,54785,0,298674,0,0,0,32148,243889,3,1,195974,0,1,16,1,4300,0,0,lru,4157,0,128,14974,10,54785,4122,455234,0,0,0,2722,204475,10,4
197181,0,0,1,0,0,0,0,lru,195974,0,32,0,3,0,0,197181,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,16,204475,3,54785,0,298674,0,0,0,32148,243889,3,1,195974,0,1,16,1,4300,0,0,lru,4157,0,128,14974,10,54785,4122,455234,0,0,0,2722,204475,10,4
197181,0,0,1,0,0,0,0,lru,195974,0,32,0,3,0,0,197181,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,16,204475,3,54785,0,298674,0,0,0,32148,243889,3,1,195974,0,1,16,1,4300,0,0,lru,4157,0,128,14974,10,54785,4122,455234,0,0,0,2722,204475,10,4
197181,0,0,1,0,0,0,0,lru,195974,0,32,0,3,0,0,197181,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,16,204475,3,54785,0,298674,0,0,0,32148,243889,3,1,195974,0,1,16,1,4300,0,0,lru,4157,0,128,14974,10,54785,4122,455234,0,0,0,2722,204475,10,4
197181,0,0,1,0,0,0,0,lru,195974,0,32,0,3,0,0,197181,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,16,204475,3,54785,0,298674,0,0,0,32148,243889,3,1,195974,0,1,16,1,4300,0,0,lru,4157,0,128,14974,10,54785,4122,455234,0,0,0,2722,204475,10,4
197181,0,0,1,0,0,0,0,lru,195974,0,32,0,3,0,0,197181,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,16,204475,3,54785,0,298674,0,0,0,32148,243889,3,1,195974,0,1,16,1,4300,0,0,lru,4157,0,128,14974,10,54785,4122,455234,0,0,0,2722,204475,10,4
197181,0,0,1,0,0,0,0,lru,195974,0,32,0,3,0,0,197181,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,16,204475,3,54785,0,298674,0,0,0,32148,243889,3,1,195974,0,1,16,1,4300,0,0,lru,4157,0,128,14974,10,54785,4122,455234,0,0,0,2722,204475,10,4
197181,0,0,1,0,0,0,0,lru,195974,0,32,0,3,0,0,197181,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,16,204475,3,54785,0,298674,0,0,0,32148,243889,3,1,195974,0,1,16,1,4300,0,0,lru,4157,0,128,14974,10,54785,4122,455234,0,0,0,2722,204475,10,4
197181,0,0,1,0,0,0,0,lru,195974,0,32,0,3,0,0,197181,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,16,204475,3,54785,0,298674,0,0,0,32148,243889,3,1,195974,0,1,16,1,4300,0,0,lru,4157,0,128,14974,10,54785,4122,455234,0,0,0,2722,204475,10,4
197181,0,0,1,0,0,0,0,lru,195974,0,32,0,3,0,0,197181,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,16,204475,3,54785,0,298674,0,0,0,32148,243889,3,1,195974,0,1,16,1,4300,0,0,lru,4157,0,128,14974,10,54785,4122,455234,0,0,0,2722,204475,10,4
197069,0,0,1,0,0,0,0,lru,195862,0,32,0,3,0,0,197069,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,32,201539,3,54859,0,299512,0,0,0,29071,244653,3,1,195862,0,1,16,1,4300,0,0,lru,4156,0,128,15029,10,54859,4135,452260,0,0,0,2735,201539,10,4
197069,0,0,1,0,0,0,0,lru,195862,0,32,0,3,0,0,197069,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,32,201539,3,54859,0,299512,0,0,0,29071,244653,3,1,195862,0,1,16,1,4300,0,0,lru,4156,0,128,15029,10,54859,4135,452260,0,0,0,2735,201539,10,4
197069,0,0,1,0,0,0,0,lru,195862,0,32,0,3,0,0,197069,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,32,201539,3,54859,0,299512,0,0,0,29071,244653,3,1,195862,0,1,16,1,4300,0,0,lru,4156,0,128,15029,10,54859,4135,452260,0,0,0,2735,201539,10,4
197069,0,0,1,0,0,0,0,lru,195862,0,32,0,3,0,0,197069,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,32,201539,3,54859,0,299512,0,0,0,29071,244653,3,1,195862,0,1,16,1,4300,0,0,lru,4156,0,128,15029,10,54859,4135,452260,0,0,0,2735,201539,10,4
197069,0,0,1,0,0,0,0,lru,195862,0,32,0,3,0,0,197069,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,32,201539,3,54859,0,299512,0,0,0,29071,244653,3,1,195862,0,1,16,1,4300,0,0,lru,4156,0,128,15029,10,54859,4135,452260,0,0,0,2735,201539,10,4
197069,0,0,1,0,0,0,0,lru,195862,0,32,0,3,0,0,197069,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,32,201539,3,54859,0,299512,0,0,0,29071,244653,3,1,195862,0,1,16,1,4300,0,0,lru,4156,0,128,15029,10,54859,4135,452260,0,0,0,2735,201539,10,4
197069,0,0,1,0,0,0,0,lru,195862,0,32,0,3,0,0,197069,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,32,201539,3,54859,0,299512,0,0,0,29071,244653,3,1,195862,0,1,16,1,4300,0,0,lru,4156,0,128,15029,10,54859,4135,452260,0,0,0,2735,201539,10,4
197069,0,0,1,0,0,0,0,lru,195862,0,32,0,3,0,0,197069,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,32,201539,3,54859,0,299512,0,0,0,29071,244653,3,1,195862,0,1,16,1,4300,0,0,lru,4156,0,128,15029,10,54859,4135,452260,0,0,0,2735,201539,10,4
197069,0,0,1,0,0,0,0,lru,195862,0,32,0,3,0,0,197069,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,32,201539,3,54859,0,299512,0,0,0,29071,244653,3,1,195862,0,1,16,1,4300,0,0,lru,4156,0,128,15029,10,54859,4135,452260,0,0,0,2735,201539,10,4
197069,0,0,1,0,0,0,0,lru,195862,0,32,0,3,0,0,197069,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,32,201539,3,54859,0,299512,0,0,0,29071,244653,3,1,195862,0,1,16,1,4300,0,0,lru,4156,0,128,15029,10,54859,4135,452260,0,0,0,2735,201539,10,4
197069,0,0,1,0,0,0,0,lru,195862,0,32,0,3,0,0,197069,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,32,201539,3,54859,0,299512,0,0,0,29071,244653,3,1,195862,0,1,16,1,4300,0,0,lru,4156,0,128,15029,10,54859,4135,452260,0,0,0,2735,201539,10,4
197069,0,0,1,0,0,0,0,lru,195862,0,32,0,3,0,0,197069,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,32,201539,3,54859,0,299512,0,0,0,29071,244653,3,1,195862,0,1,16,1,4300,0,0,lru,4156,0,128,15029,10,54859,4135,452260,0,0,0,2735,201539,10,4
197069,0,0,1,0,0,0,0,lru,195862,0,32,0,3,0,0,197069,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,32,201539,3,54859,0,299512,0,0,0,29071,244653,3,1,195862,0,1,16,1,4300,0,0,lru,4156,0,128,15029,10,54859,4135,452260,0,0,0,2735,201539,10,4
197069,0,0,1,0,0,0,0,lru,195862,0,32,0,3,0,0,197069,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,32,201539,3,54859,0,299512,0,0,0,29071,244653,3,1,195862,0,1,16,1,4300,0,0,lru,4156,0,128,15029,10,54859,4135,452260,0,0,0,2735,201539,10,4
197069,0,0,1,0,0,0,0,lru,195862,0,32,0,3,0,0,197069,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,32,201539,3,54859,0,299512,0,0,0,29071,244653,3,1,195862,0,1,16,1,4300,0,0,lru,4156,0,128,15029,10,54859,4135,452260,0,0,0,2735,201539,10,4
197069,0,0,1,0,0,0,0,lru,195862,0,32,0,3,0,0,197069,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,32,201539,3,54859,0,299512,0,0,0,29071,244653,3,1,195862,0,1,16,1,4300,0,0,lru,4156,0,128,15029,10,54859,4135,452260,0,0,0,2735,201539,10,4
196980,0,0,1,0,0,0,0,lru,195773,0,32,0,3,0,0,196980,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,64,199014,3,54919,0,300198,0,0,0,28991,245279,3,1,195773,0,1,16,1,4300,0,0,lru,4157,0,128,15074,10,54919,4145,449706,0,0,0,2748,199014,10,4
196980,0,0,1,0,0,0,0,lru,195773,0,32,0,3,0,0,196980,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,64,199014,3,54919,0,300198,0,0,0,28991,245279,3,1,195773,0,1,16,1,4300,0,0,lru,4157,0,128,15074,10,54919,4145,449706,0,0,0,2748,199014,10,4
196980,0,0,1,0,0,0,0,lru,195773,0,32,0,3,0,0,196980,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,64,199014,3,54919,0,300198,0,0,0,28991,245279,3,1,195773,0,1,16,1,4300,0,0,lru,4157,0,128,15074,10,54919,4145,449706,0,0,0,2748,199014,10,4
196980,0,0,1,0,0,0,0,lru,195773,0,32,0,3,0,0,196980,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,64,199014,3,54919,0,300198,0,0,0,28991,245279,3,1,195773,0,1,16,1,4300,0,0,lru,4157,0,128,15074,10,54919,4145,449706,0,0,0,2748,199014,10,4
196980,0,0,1,0,0,0,0,lru,195773,0,32,0,3,0,0,196980,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,64,199014,3,54919,0,300198,0,0,0,28991,245279,3,1,195773,0,1,16,1,4300,0,0,lru,4157,0,128,15074,10,54919,4145,449706,0,0,0,2748,199014,10,4
196980,0,0,1,0,0,0,0,lru,195773,0,32,0,3,0,0,196980,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,64,199014,3,54919,0,300198,0,0,0,28991,245279,3,1,195773,0,1,16,1,4300,0,0,lru,4157,0,128,15074,10,54919,4145,449706,0,0,0,2748,199014,10,4
196980,0,0,1,0,0,0,0,lru,195773,0,32,0,3,0,0,196980,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,64,199014,3,54919,0,300198,0,0,0,28991,245279,3,1,195773,0,1,16,1,4300,0,0,lru,4157,0,128,15074,10,54919,4145,449706,0,0,0,2748,199014,10,4
196980,0,0,1,0,0,0,0,lru,195773,0,32,0,3,0,0,196980,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,64,199014,3,54919,0,300198,0,0,0,28991,245279,3,1,195773,0,1,16,1,4300,0,0,lru,4157,0,128,15074,10,54919,4145,449706,0,0,0,2748,199014,10,4
196980,0,0,1,0,0,0,0,lru,195773,0,32,0,3,0,0,196980,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,64,199014,3,54919,0,300198,0,0,0,28991,245279,3,1,195773,0,1,16,1,4300,0,0,lru,4157,0,128,15074,10,54919,4145,449706,0,0,0,2748,199014,10,4
1,0,0,1,0,0,0,0,lru,1,0,32,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,lru,0,0,64,0,3,0,0,0,0,0,0,0,0,3,1,1,0,1,16,1,0,0,0,lru,1,0,128,0,10,0,0,1,0,0,0,0,0,10,4
196980,0,0,1,0,0,0,0,lru,195773,0,32,0,3,0,0,196980,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,64,199014,3,54919,0,300198,0,0,0,28991,245279,3,1,195773,0,1,16,1,4300,0,0,lru,4157,0,128,15074,10,54919,4145,449706,0,0,0,2748,199014,10,4
196980,0,0,1,0,0,0,0,lru,195773,0,32,0,3,0,0,196980,0,0,0,0,0,0,1,0,0,0,1,0,1404,0,0,lru,0,0,64,199014,3,54919,0,300198,0,0,0,28991,245279,3,1,195773,0,1,16,1,4300,0,0,lru,4157,0,128,15074,10,54919,4145,449706,0,0,0,2748,199014,10,4
3555,0,0,1,0,0,0,0,lru,3529,0,32,0,3,0,0,3555,0,0,0,0,0,0,1,0,0,0,1,0,30,0,0,lru,0,0,64,4453,3,1185,0,6879,0,0,0,506,5694,3,1,3529,0,1,16,1,70,0,0,lru,174,0,128,359,10,1185,92,9167,0,0,0,64,4453,10,4
92051,0,0,1,0,0,0,0,lru,91429,0,32,0,3,0,0,92051,0,0,0,0,0,0,1,0,0,0,1,0,768,0,0,lru,0,0,64,93020,3,25739,0,140610,0,0,0,13540,114871,3,1,91429,0,1,16,1,2190,0,0,lru,2451,0,128,7305,10,25739,1956,210188,0,0,0,1246,93020,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
