ic.stat_inst_fetch,ic.penalty_write_next,ic.config_write_allocate,ic.config_line_number,ic.config_write_back,ic.stat_lost_stall_cycles,ic.access_count,ic.penalty_read_next,ic.config_replacement_policy,ic.stat_inst_fetch_miss,ic.stat_uc_data_read,ic.config_line_size,ic.stat_data_read_miss,ic.penalty_read,ic.stat_data_write,ic.stat_copy_back,ic.stat_transaction,ic.stat_dev_data_read,ic.stat_uc_inst_fetch,ic.stat_uc_data_write,ic.stat_data_write_miss,ic.stat_data_read,ic.penalty_write,ic.config_assoc,dc.stat_inst_fetch,dc.penalty_write_next,dc.config_write_allocate,dc.config_line_number,dc.config_write_back,dc.stat_lost_stall_cycles,dc.access_count,dc.penalty_read_next,dc.config_replacement_policy,dc.stat_inst_fetch_miss,dc.stat_uc_data_read,dc.config_line_size,dc.stat_data_read_miss,dc.penalty_read,dc.stat_data_write,dc.stat_copy_back,dc.stat_transaction,dc.stat_dev_data_read,dc.stat_uc_inst_fetch,dc.stat_uc_data_write,dc.stat_data_write_miss,dc.stat_data_read,dc.penalty_write,dc.config_assoc,lev2c.stat_inst_fetch,lev2c.penalty_write_next,lev2c.config_write_allocate,lev2c.config_line_number,lev2c.config_write_back,lev2c.stat_lost_stall_cycles,lev2c.access_count,lev2c.penalty_read_next,lev2c.config_replacement_policy,lev2c.stat_inst_fetch_miss,lev2c.stat_uc_data_read,lev2c.config_line_size,lev2c.stat_data_read_miss,lev2c.penalty_read,lev2c.stat_data_write,lev2c.stat_copy_back,lev2c.stat_transaction,lev2c.stat_dev_data_read,lev2c.stat_uc_inst_fetch,lev2c.stat_uc_data_write,lev2c.stat_data_write_miss,lev2c.stat_data_read,lev2c.penalty_write,lev2c.config_assoc
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,16,100639,3,40538,0,142614,0,0,0,39345,102076,3,1,215594,0,1,4,1,1520,0,0,lru,60523,0,128,59880,10,40538,20206,356771,0,0,0,19355,100639,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,16,100639,3,40538,0,142614,0,0,0,39345,102076,3,1,215594,0,1,4,1,1520,0,0,lru,60523,0,128,59880,10,40538,20206,356771,0,0,0,19355,100639,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,32,100054,3,40539,0,142617,0,0,0,39219,102078,3,1,215594,0,1,4,1,1520,0,0,lru,60524,0,128,59881,10,40539,20206,356187,0,0,0,19355,100054,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,64,99640,3,40540,0,142620,0,0,0,39157,102080,3,1,215594,0,1,4,1,1520,0,0,lru,60525,0,128,59881,10,40540,20206,355774,0,0,0,19355,99640,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,64,99640,3,40540,0,142620,0,0,0,39157,102080,3,1,215594,0,1,4,1,1520,0,0,lru,60525,0,128,59881,10,40540,20206,355774,0,0,0,19355,99640,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,64,99640,3,40540,0,142620,0,0,0,39157,102080,3,1,215594,0,1,4,1,1520,0,0,lru,60525,0,128,59881,10,40540,20206,355774,0,0,0,19355,99640,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,64,99640,3,40540,0,142620,0,0,0,39157,102080,3,1,215594,0,1,4,1,1520,0,0,lru,60525,0,128,59881,10,40540,20206,355774,0,0,0,19355,99640,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,64,99640,3,40540,0,142620,0,0,0,39157,102080,3,1,215594,0,1,4,1,1520,0,0,lru,60525,0,128,59881,10,40540,20206,355774,0,0,0,19355,99640,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,64,99640,3,40540,0,142620,0,0,0,39157,102080,3,1,215594,0,1,4,1,1520,0,0,lru,60525,0,128,59881,10,40540,20206,355774,0,0,0,19355,99640,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,64,99640,3,40540,0,142620,0,0,0,39157,102080,3,1,215594,0,1,4,1,1520,0,0,lru,60525,0,128,59881,10,40540,20206,355774,0,0,0,19355,99640,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,64,99640,3,40540,0,142620,0,0,0,39157,102080,3,1,215594,0,1,4,1,1520,0,0,lru,60525,0,128,59881,10,40540,20206,355774,0,0,0,19355,99640,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,64,99640,3,40540,0,142620,0,0,0,39157,102080,3,1,215594,0,1,4,1,1520,0,0,lru,60525,0,128,59881,10,40540,20206,355774,0,0,0,19355,99640,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,64,99640,3,40540,0,142620,0,0,0,39157,102080,3,1,215594,0,1,4,1,1520,0,0,lru,60525,0,128,59881,10,40540,20206,355774,0,0,0,19355,99640,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,64,99640,3,40540,0,142620,0,0,0,39157,102080,3,1,215594,0,1,4,1,1520,0,0,lru,60525,0,128,59881,10,40540,20206,355774,0,0,0,19355,99640,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,64,99640,3,40540,0,142620,0,0,0,39157,102080,3,1,215594,0,1,4,1,1520,0,0,lru,60525,0,128,59881,10,40540,20206,355774,0,0,0,19355,99640,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,64,99640,3,40540,0,142620,0,0,0,39157,102080,3,1,215594,0,1,4,1,1520,0,0,lru,60525,0,128,59881,10,40540,20206,355774,0,0,0,19355,99640,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,64,99640,3,40540,0,142620,0,0,0,39157,102080,3,1,215594,0,1,4,1,1520,0,0,lru,60525,0,128,59881,10,40540,20206,355774,0,0,0,19355,99640,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,64,99640,3,40540,0,142620,0,0,0,39157,102080,3,1,215594,0,1,4,1,1520,0,0,lru,60525,0,128,59881,10,40540,20206,355774,0,0,0,19355,99640,10,4
216489,0,0,1,0,0,0,0,lru,215594,0,32,0,3,0,0,216489,0,0,0,0,0,0,1,0,0,0,1,0,465,0,0,lru,0,0,64,99640,3,40540,0,142620,0,0,0,39157,102080,3,1,215594,0,1,4,1,1520,0,0,lru,60525,0,128,59881,10,40540,20206,355774,0,0,0,19355,99640,10,4
198325,0,0,1,0,0,0,0,lru,197080,0,32,0,3,0,0,198325,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,16,198916,3,54150,0,290458,0,0,0,32608,236308,3,1,197080,0,1,8,1,4410,0,0,lru,6255,0,128,16103,10,54150,4246,450146,0,0,0,2771,198916,10,4
198325,0,0,1,0,0,0,0,lru,197080,0,32,0,3,0,0,198325,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,16,198916,3,54150,0,290458,0,0,0,32608,236308,3,1,197080,0,1,8,1,4410,0,0,lru,6255,0,128,16103,10,54150,4246,450146,0,0,0,2771,198916,10,4
198325,0,0,1,0,0,0,0,lru,197080,0,32,0,3,0,0,198325,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,16,198916,3,54150,0,290458,0,0,0,32608,236308,3,1,197080,0,1,8,1,4410,0,0,lru,6255,0,128,16103,10,54150,4246,450146,0,0,0,2771,198916,10,4
198325,0,0,1,0,0,0,0,lru,197080,0,32,0,3,0,0,198325,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,16,198916,3,54150,0,290458,0,0,0,32608,236308,3,1,197080,0,1,8,1,4410,0,0,lru,6255,0,128,16103,10,54150,4246,450146,0,0,0,2771,198916,10,4
198325,0,0,1,0,0,0,0,lru,197080,0,32,0,3,0,0,198325,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,16,198916,3,54150,0,290458,0,0,0,32608,236308,3,1,197080,0,1,8,1,4410,0,0,lru,6255,0,128,16103,10,54150,4246,450146,0,0,0,2771,198916,10,4
198325,0,0,1,0,0,0,0,lru,197080,0,32,0,3,0,0,198325,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,16,198916,3,54150,0,290458,0,0,0,32608,236308,3,1,197080,0,1,8,1,4410,0,0,lru,6255,0,128,16103,10,54150,4246,450146,0,0,0,2771,198916,10,4
198325,0,0,1,0,0,0,0,lru,197080,0,32,0,3,0,0,198325,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,16,198916,3,54150,0,290458,0,0,0,32608,236308,3,1,197080,0,1,8,1,4410,0,0,lru,6255,0,128,16103,10,54150,4246,450146,0,0,0,2771,198916,10,4
198325,0,0,1,0,0,0,0,lru,197080,0,32,0,3,0,0,198325,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,16,198916,3,54150,0,290458,0,0,0,32608,236308,3,1,197080,0,1,8,1,4410,0,0,lru,6255,0,128,16103,10,54150,4246,450146,0,0,0,2771,198916,10,4
198325,0,0,1,0,0,0,0,lru,197080,0,32,0,3,0,0,198325,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,16,198916,3,54150,0,290458,0,0,0,32608,236308,3,1,197080,0,1,8,1,4410,0,0,lru,6255,0,128,16103,10,54150,4246,450146,0,0,0,2771,198916,10,4
198325,0,0,1,0,0,0,0,lru,197080,0,32,0,3,0,0,198325,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,16,198916,3,54150,0,290458,0,0,0,32608,236308,3,1,197080,0,1,8,1,4410,0,0,lru,6255,0,128,16103,10,54150,4246,450146,0,0,0,2771,198916,10,4
198325,0,0,1,0,0,0,0,lru,197080,0,32,0,3,0,0,198325,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,16,198916,3,54150,0,290458,0,0,0,32608,236308,3,1,197080,0,1,8,1,4410,0,0,lru,6255,0,128,16103,10,54150,4246,450146,0,0,0,2771,198916,10,4
198325,0,0,1,0,0,0,0,lru,197080,0,32,0,3,0,0,198325,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,16,198916,3,54150,0,290458,0,0,0,32608,236308,3,1,197080,0,1,8,1,4410,0,0,lru,6255,0,128,16103,10,54150,4246,450146,0,0,0,2771,198916,10,4
198325,0,0,1,0,0,0,0,lru,197080,0,32,0,3,0,0,198325,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,16,198916,3,54150,0,290458,0,0,0,32608,236308,3,1,197080,0,1,8,1,4410,0,0,lru,6255,0,128,16103,10,54150,4246,450146,0,0,0,2771,198916,10,4
198325,0,0,1,0,0,0,0,lru,197080,0,32,0,3,0,0,198325,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,16,198916,3,54150,0,290458,0,0,0,32608,236308,3,1,197080,0,1,8,1,4410,0,0,lru,6255,0,128,16103,10,54150,4246,450146,0,0,0,2771,198916,10,4
198325,0,0,1,0,0,0,0,lru,197080,0,32,0,3,0,0,198325,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,16,198916,3,54150,0,290458,0,0,0,32608,236308,3,1,197080,0,1,8,1,4410,0,0,lru,6255,0,128,16103,10,54150,4246,450146,0,0,0,2771,198916,10,4
198325,0,0,1,0,0,0,0,lru,197080,0,32,0,3,0,0,198325,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,16,198916,3,54150,0,290458,0,0,0,32608,236308,3,1,197080,0,1,8,1,4410,0,0,lru,6255,0,128,16103,10,54150,4246,450146,0,0,0,2771,198916,10,4
198225,0,0,1,0,0,0,0,lru,196980,0,32,0,3,0,0,198225,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,32,196077,3,54217,0,291223,0,0,0,29698,237006,3,1,196980,0,1,8,1,4410,0,0,lru,6261,0,128,16150,10,54217,4258,447274,0,0,0,2786,196077,10,4
198225,0,0,1,0,0,0,0,lru,196980,0,32,0,3,0,0,198225,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,32,196077,3,54217,0,291223,0,0,0,29698,237006,3,1,196980,0,1,8,1,4410,0,0,lru,6261,0,128,16150,10,54217,4258,447274,0,0,0,2786,196077,10,4
198225,0,0,1,0,0,0,0,lru,196980,0,32,0,3,0,0,198225,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,32,196077,3,54217,0,291223,0,0,0,29698,237006,3,1,196980,0,1,8,1,4410,0,0,lru,6261,0,128,16150,10,54217,4258,447274,0,0,0,2786,196077,10,4
198225,0,0,1,0,0,0,0,lru,196980,0,32,0,3,0,0,198225,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,32,196077,3,54217,0,291223,0,0,0,29698,237006,3,1,196980,0,1,8,1,4410,0,0,lru,6261,0,128,16150,10,54217,4258,447274,0,0,0,2786,196077,10,4
198225,0,0,1,0,0,0,0,lru,196980,0,32,0,3,0,0,198225,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,32,196077,3,54217,0,291223,0,0,0,29698,237006,3,1,196980,0,1,8,1,4410,0,0,lru,6261,0,128,16150,10,54217,4258,447274,0,0,0,2786,196077,10,4
198225,0,0,1,0,0,0,0,lru,196980,0,32,0,3,0,0,198225,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,32,196077,3,54217,0,291223,0,0,0,29698,237006,3,1,196980,0,1,8,1,4410,0,0,lru,6261,0,128,16150,10,54217,4258,447274,0,0,0,2786,196077,10,4
198225,0,0,1,0,0,0,0,lru,196980,0,32,0,3,0,0,198225,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,32,196077,3,54217,0,291223,0,0,0,29698,237006,3,1,196980,0,1,8,1,4410,0,0,lru,6261,0,128,16150,10,54217,4258,447274,0,0,0,2786,196077,10,4
198225,0,0,1,0,0,0,0,lru,196980,0,32,0,3,0,0,198225,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,32,196077,3,54217,0,291223,0,0,0,29698,237006,3,1,196980,0,1,8,1,4410,0,0,lru,6261,0,128,16150,10,54217,4258,447274,0,0,0,2786,196077,10,4
198225,0,0,1,0,0,0,0,lru,196980,0,32,0,3,0,0,198225,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,32,196077,3,54217,0,291223,0,0,0,29698,237006,3,1,196980,0,1,8,1,4410,0,0,lru,6261,0,128,16150,10,54217,4258,447274,0,0,0,2786,196077,10,4
198225,0,0,1,0,0,0,0,lru,196980,0,32,0,3,0,0,198225,0,0,0,0,0,0,1,0,0,0,1,0,1437,0,0,lru,0,0,32,196077,3,54217,0,291223,0,0,0,29698,237006,3,1,196980,0,1,8,1,4410,0,0,lru,6261,0,128,16150,10,54217,4258,447274,0,0,0,2786,196077,10,4
